ID	Name	unknown_6	
6003601	Improved Madness Resistance +2	7003600	
6005600	Partial HP Restoration upon Post-Damage Attacks +1	7005600	
6005601	Partial HP Restoration upon Post-Damage Attacks +2	7005600	
6030200	HP restored when using medicinal boluses, etc. +1	7030200	
6030600	Art gauge charged from successful guarding +1	7030600	
6030800	Art gauge fills moderately upon critical hit +1	7030800	
6030900	Physical attack power increases after using grease items +1	100	
6030901	Physical attack power increases after using grease items +2	100	
6035100	Critical Hit Boosts Stamina Recovery Speed +1	7035100	
6040100	Improved Guard Counters +1	100	
6040101	Improved Guard Counters +2	100	
6040300	Improved Throwing Pot Damage +1	7040300	
6040400	Improved Throwing Knife Damage +1	7040400	
6040500	Improved Glintstone and Gravity Stone Damage +1	7040500	
6043100	Improved Perfuming Arts +1	7043100	
6060300	Max HP increased for each great enemy defeated at a Great Church.	6060300	
6060400	Runes and Item Discovery increased for each great enemy defeated at a Fort	6060400	
6060500	Arcane increased for each great enemy defeated at a Ruin	6060500	
6060600	Max stamina increased for each great enemy defeated at a Great Encampment	6060600	
6090000	Defeating enemies fills more of the Art gauge +1	7090000	
6160000	HP Restoration upon Thrusting Counterattack +1	7160000	
6260000	Attack power up when facing poison-afflicted enemy +1	7260300	
6260001	Attack power up when facing poison-afflicted enemy +2	7260300	
6260300	Attack power up when facing scarlet rot-afflictedenemy +1	7260300	
6260301	Attack power up when facing scarlet rot-afflictedenemy +2	7260300	
6260400	Attack power up when facing frostbite-afflictedenemy +1	7260400	
6260401	Attack power up when facing frostbite-afflictedenemy +2	7260400	
6500000	[Wylder] Character Skill inflicts Blood Loss	900	
6500100	[Guardian] Character Skill Boosts Damage Negation of Nearby Allies	900	
6500200	[Ironeye] Character Skill Inflicts Heavy Poison Damage on Poisoned Enemies	900	
6500300	[Duchess] Use Character Skill for Brief Invulnerability	900	
6500400	[Raider] Hit With Character Skill to Reduce Enemy Attack Power	900	
6500500	[Revenant] Increased Max FP upon Ability Activation	900	
6500600	[Recluse] Collect Affinity Residues to Negate Affinity	900	
6500700	[Executor] Slowly Restore HP upon Ability Activation	900	
6600000	Sleep in Vicinity Improves Attack Power	100	
6600001	Sleep in Vicinity Improves Attack Power +1	100	
6600100	Madness in Vicinity Improves Attack Power	100	
6600101	Madness in Vicinity Improves Attack Power +1	100	
6610400	Increased Maximum HP	6610400	
6610500	Increased Maximum FP	6610500	
6610600	Increased Maximum Stamina	6610600	
6610700	Reduced FP Consumption	6610700	
6610800	Improved Affinity Attack Power	100	
6610801	Improved Affinity Attack Power +1	100	
6610802	Improved Affinity Attack Power +2	100	
6611001	Improved Physical Damage Negation +1	7006200	
6611002	Improved Physical Damage Negation +2	7006200	
6611100	Improved Affinity Damage Negation	6611100	
6611101	Improved Affinity Damage Negation +1	6611100	
6611102	Improved Affinity Damage Negation +2	6611100	
6611200	Improved Sorceries	6611200	
6611201	Improved Sorceries +1	6611200	
6611202	Improved Sorceries +2	6611200	
6611300	Improved Incantations	6611300	
6611301	Improved Incantations +1	6611300	
6611302	Improved Incantations +2	6611300	
6611400	Improved Flask HP Restoration	6611400	
6621000	Crimsonspill Crystal Tear in possession at start of expedition	6621000	
6621100	Crimson Crystal Tear in possession at start of expedition	6621000	
6621200	Cerulean Crystal Tear in possession at start of expedition	6621000	
6621300	Speckled Hardtear in possession at start of expedition	6621000	
6621400	Crimson Bubbletear in possession at start of expedition	6621000	
6621500	Opaline Bubbletear in possession at start of expedition	6621000	
6621600	Crimsonburst Crystal Tear in possession at start of expedition	6621000	
6621700	Greenburst Crystal Tear in possession at start of expedition	6621000	
6621800	Opaline Hardtear in possession at start of expedition	6621000	
6621900	Thorny Cracked Tear in possession at start of expedition	6621000	
6622000	Spiked Cracked Tear in possession at start of expedition	6621000	
6622100	Windy Crystal Tear in possession at start of expedition	6621000	
6622200	Ruptured Crystal Tear in possession at start of expedition	6621000	
6622300	Leaden Hardtear in possession at start of expedition	6621000	
6622400	Twiggy Cracked Tear in possession at start of expedition	6621000	
6622500	Crimsonwhorl Bubbletear in possession at start of expedition	6621000	
6622600	Cerulean Hidden Tear in possession at start of expedition	6621000	
6622700	Stonebarb Cracked Tear in possession at start of expedition	6621000	
6622800	Flame-Shrouding Cracked Tear in possession at start of expedition	6621000	
6622900	Magic-Shrouding Cracked Tear in possession at start of expedition	6621000	
6623000	Lightning-Shrouding Cracked Tear in possession at start of expedition	6621000	
6623100	Holy-Shrouding Cracked Tear in possession at start of expedition	6621000	
6624000	Uplifting Aromatic in possession at start of expedition	6624000	
6624100	Spark Aromatic in possession at start of expedition	6624000	
6624200	Ironjar Aromatic in possession at start of expedition	6624000	
6624300	Bloodboil Aromatic in possession at start of expedition	6624000	
6624400	Poison Spraymist in possession at start of expedition	6624000	
6624500	Acid Spraymist in possession at start of expedition	6624000	
6630000	Dormant Power Helps Discover Daggers	6630000	
6630100	Dormant Power Helps Discover Straight Swords	6630000	
6630200	Dormant Power Helps Discover Greatswords	6630000	
6630300	Dormant Power Helps Discover Colossal Swords	6630000	
6630400	Dormant Power Helps Discover Curved Swords	6630000	
6630500	Dormant Power Helps Discover Curved Greatswords	6630000	
6630600	Dormant Power Helps Discover Katana	6630000	
6630700	Dormant Power Helps Discover Twinblades	6630000	
6630800	Dormant Power Helps Discover Thrusting Swords	6630000	
6630900	Dormant Power Helps Discover Heavy Thrusting Swords	6630000	
6631000	Dormant Power Helps Discover Axes	6630000	
6631100	Dormant Power Helps Discover Greataxes	6630000	
6631200	Dormant Power Helps Discover Hammers	6630000	
6631300	Dormant Power Helps Discover Great Hammers	6630000	
6631400	Dormant Power Helps Discover Flails	6630000	
6631500	Dormant Power Helps Discover Spears	6630000	
6631600	Dormant Power Helps Discover Great Spears	6630000	
6631700	Dormant Power Helps Discover Halberds	6630000	
6631800	Dormant Power Helps Discover Reapers	6630000	
6631900	Dormant Power Helps Discover Fists	6630000	
6632000	Dormant Power Helps Discover Claws	6630000	
6632100	Dormant Power Helps Discover Whips	6630000	
6632200	Dormant Power Helps Discover Colossal Weapons	6630000	
6632300	Dormant Power Helps Discover Bows	6630000	
6632400	Dormant Power Helps Discover Greatbows	6630000	
6632500	Dormant Power Helps Discover Crossbows	6630000	
6632600	Dormant Power Helps Discover Ballistas	6630000	
6632700	Dormant Power Helps Discover Small Shields	6630000	
6632800	Dormant Power Helps Discover Medium Shields	6630000	
6632900	Dormant Power Helps Discover Greatshields	6630000	
6633000	Dormant Power Helps Discover Staves	6630000	
6633100	Dormant Power Helps Discover Sacred Seals	6630000	
6633200	Dormant Power Helps Discover Torches	6630000	
6640000	[Wylder] Improved Mind, Reduced Vigor	900	
6640100	[Wylder] Improved Intelligence and Faith, Reduced Strength and Dexterity	900	
6641000	[Guardian] Improved Strength and Dexterity, Reduced Vigor	900	
6641100	[Guardian] Improved Mind and Faith, Reduced Vigor	900	
6642000	[Ironeye] Improved Arcane, Reduced Dexterity	900	
6642100	[Ironeye] Improved Vigor and Strength, Reduced Dexterity	900	
6643000	[Duchess] Improved Vigor and Strength, Reduced Mind	900	
6643100	[Duchess] Improved Mind and Faith, Reduced Intelligence	900	
6644000	[Raider] Improved Mind and Intelligence, Reduced Vigor and Endurance	900	
6644100	[Raider] Improved Arcane, Reduced Vigor	900	
6645000	[Revenant] Improved Vigor and Endurance, Reduced Mind	900	
6645100	[Revenant] Improved Strength, Reduced Faith	900	
6646000	[Recluse] Improved Vigor, Endurance, and Dexterity, Reduced Intelligence and Faith	900	
6646100	[Recluse] Improved Intelligence and Faith, Reduced Mind	900	
6647000	[Executor] Improved Vigor and Endurance, Reduced Arcane	900	
6647100	[Executor] Improved Dexterity and Arcane, Reduced Vigor	900	
6820000	Taking Damage Causes Poison Buildup	6820000	
6820100	Taking Damage Causes Rot Buildup	6820100	
6820200	Taking Damage Causes Frost Buildup	6820200	
6820300	Taking Damage Causes Blood Loss Buildup	6820300	
6820400	Taking Damage Causes Madness Buildup	6820400	
6820500	Taking Damage Causes Sleep Buildup	6820500	
6820600	Taking Damage Causes Death Buildup	6820600	
6830000	Reduced Strength and Intelligence	6830000	
6830100	Reduced Dexterity and Faith	6830100	
6830200	Reduced Intelligence and Dexterity	6830200	
6830300	Reduced Faith and Strength	6830300	
6830400	Reduced Vigor and Arcane	6830400	
6840000	Reduced Rune Acquisition	6840000	
6840100	Reduced Flask HP Restoration	6840100	
6840200	Ultimate Art Charging Impaired	6840200	
6850200	All Resistances Down	6850200	
6850500	Continuous HP Loss	6850500	
6850700	More Damage Taken After Evasion	6850700	
6850800	Repeated Evasions Lower Damage Negation	6850800	
6850900	Reduced Damage Negation for Flask Usages	6850900	
6851200	Lower Attack When Below Max HP	6851200	
6851300	Poison Buildup When Below Max HP	6851300	
6851400	Rot Buildup When Below Max HP	6851400	
6851700	Near Death Reduces Max HP	6851700	
7000000	Vigor +1	7000000	52
7000001	Vigor +2	7000000	52
7000002	Vigor +3	7000000	52
7000090	Increased Maximum HP	7000000	
7000100	Mind +1	7000100	52
7000101	Mind +2	7000100	52
7000102	Mind +3	7000100	52
7000190	Increased Maximum FP	7000100	
7000200	Endurance +1	7000200	52
7000201	Endurance +2	7000200	52
7000202	Endurance +3	7000200	52
7000290	Increased Maximum Stamina	7000200	
7000300	Strength +1	7000300	52
7000301	Strength +2	7000300	52
7000302	Strength +3	7000300	52
7000400	Dexterity +1	7000400	52
7000401	Dexterity +2	7000400	52
7000402	Dexterity +3	7000400	52
7000500	Intelligence +1	7000500	52
7000501	Intelligence +2	7000500	52
7000502	Intelligence +3	7000500	52
7000600	Faith +1	7000600	52
7000601	Faith +2	7000600	52
7000602	Faith +3	7000600	52
7000700	Arcane +1	7000700	52
7000701	Arcane +2	7000700	52
7000702	Arcane +3	7000700	52
7000800	Character Skill Cooldown Reduction +1	7000800	47
7000801	Character Skill Cooldown Reduction +2	7000800	47
7000802	Character Skill Cooldown Reduction +3	7000800	47
7000900	Ultimate Art Gauge +1	7000900	47
7000901	Ultimate Art Gauge +2	7000900	47
7000902	Ultimate Art Gauge +3	7000900	47
7001000	Poise +1	7001000	47
7001001	Poise +2	7001000	47
7001002	Poise +3	7001000	47
7001100	Continuous HP Recovery	7001100	
7001400	Physical Attack Up	100	47
7001401	Physical Attack Up +1	100	47
7001402	Physical Attack Up +2	100	47
7001500	Magic Attack Power Up	100	47
7001501	Magic Attack Power Up +1	100	47
7001502	Magic Attack Power Up +2	100	47
7001600	Fire Attack Power Up	100	47
7001601	Fire Attack Power Up +1	100	47
7001602	Fire Attack Power Up +2	100	47
7001700	Lightning Attack Power Up	100	47
7001701	Lightning Attack Power Up +1	100	47
7001702	Lightning Attack Power Up +2	100	47
7001800	Holy Attack Power Up	100	47
7001801	Holy Attack Power Up +1	100	47
7001802	Holy Attack Power Up +2	100	47
7002600	Magic Damage Negation Up	7002600	47
7002700	Fire Damage Negation Up	7002700	47
7002800	Lightning Damage Negation Up	7002800	47
7002900	Holy Damage Negation Up	7002900	47
7003000	Improved Poison Resistance	7003000	47
7003100	Improved Blood Loss Resistance	7003100	47
7003200	Improved Sleep Resistance	7003200	47
7003300	Improved Death Blight Resistance	7003300	47
7003400	Improved Rot Resistance	7003400	47
7003500	Improved Frost Resistance	7003500	47
7003600	Improved Madness Resistance	7003600	47
7005600	Partial HP Restoration upon Post-Damage Attacks	7005600	46
7006000	Improved Stance-Breaking when Two-Handing	100	46
7006001	Improved Stance-Breaking when Two-Handing	7006001	
7006100	Improved Stance-Breaking when Wielding Two Armaments	100	46
7006101	Improved Stance-Breaking when Wielding Two Armaments	7006101	
7006200	Improved Physical Damage Negation	7006200	
7010200	Flask Also Heals Allies	7010200	46
7010500	[Wylder] Art activation spreads fire in area	900	67
7010700	[Duchess] Successive dagger attack reprises event upon nearby enemies	900	67
7010900	[Revenant] Expend own HP to fully heal nearby allies when activating Art	900	67
7011000	[Guardian] Increased duration for Character Skill	900	67
7011200	[Revenant] Trigger ghostflame explosion during Ultimate Art activation	900	67
7011600	[Guardian] Creates whirlwind when charging halberd attacks	900	67
7011700	[Executor] Roaring restores HP while Art is active	900	67
7012000	[Guardian] Slowly restores nearby allies' HP while Art is active	900	67
7012200	Slowly restore HP for self and nearby allies when HP is low	7012200	46
7012300	Improved Damage Negation at Low HP	7012300	46
7020000	[Wylder] Standard attacks enhanced with fiery follow-ups when using Character Skill (greatsword only)	900	67
7030000	Improved Poise Near Totem Stela	900	67
7030200	HP restored when using medicinal boluses, etc.	7030200	46
7030600	Art gauge charged from successful guarding	7030600	46
7030700	Draw enemy attention while guarding	7030700	46
7030800	Art gauge fills moderately upon critical hit	7030800	46
7030900	Physical attack power increases after using grease items	100	46
7031200	[Revenant] Strengthens family and allies when Ultimate Art is activated	900	67
7031300	[Raider] Damage taken while using Character Skill improves attack power and stamina	900	67
7031800	[Duchess] Become difficult to spot and silence footsteps after landing critical from behind	900	67
7031900	Critical Hits Earn Runes	7031900	46
7032200	Taking attacks improves attack power	100	46
7032400	[Wylder] Art gauge greatly filled when ability is activated	900	67
7032700	[Duchess] Defeating enemies while Art is active ups attack power	900	67
7032800	[Recluse] Collecting affinity residue activates Terra Magica	900	67
7032900	[Recluse] Suffer blood loss and increase attack power upon Art activation	900	67
7033200	[Wylder] +1 additional Character Skill use	900	67
7033400	[Guardian] Successful guards send out shockwaves while ability is active	900	67
7034100	[Recluse] Activating Ultimate Art raises Max HP	900	67
7034400	[Executor] Character Skill Boosts Attack but Attacking Drains HP	900	67
7034500	[Executor] While Character Skill is active, unlocking use of cursed sword restores HP	900	67
7034600	[Ironeye] Art Charge Activation Adds Poison Effect	900	67
7034700	[Ironeye] Boosts thrusting counterattacks after executing Art	900	67
7035100	Critical Hit Boosts Stamina Recovery Speed	7035100	46
7035400	Gesture "Crossed Legs" Builds Up Madness	7035400	
7035410	Gesture "Crossed Legs" Builds Up Madness	7035410	
7035500	Madness Continually Recovers FP	7035500	
7035510	Madness Continually Recovers FP	7035510	
7035700	Switching Weapons Adds an Affinity Attack	7035700	
7035800	Boosts Attack Power of Added Affinity Attacks	7035800	
7035900	Switching Weapons Boosts Attack Power	100	
7036000	FP Restoration upon Successive Attacks	7036000	
7036100	HP Recovery From Successful Guarding	7036100	46
7040000	Improved Initial Standard Attack	100	46
7040100	Improved Guard Counters	100	46
7040200	Improved Critical Hits	100	46
7040201	Improved Critical Hits +1	7040201	
7040300	Improved Throwing Pot Damage	7040300	39
7040400	Improved Throwing Knife Damage	7040400	39
7040500	Improved Glintstone and Gravity Stone Damage	7040500	39
7043000	Improved Roar & Breath Attacks	100	39
7043100	Improved Perfuming Arts	7043100	39
7043200	Improved Stonedigger Sorcery	800	39
7043300	Improved Carian Sword Sorcery	800	39
7043400	Improved Glintblade Sorcery	800	39
7043500	Improved Invisibility Sorcery	800	39
7043600	Improved Crystalian sorcery	800	39
7043700	Improved Gravity Sorcery	800	39
7043800	Improved Thorn Sorcery	800	39
7044000	Improved Fundamentalist Incantations	800	39
7044100	Improved Dragon Cult Incantations	800	39
7044200	Improved Giants' Flame Incantations	800	39
7044300	Improved Godslayer Incantations	800	39
7044400	Improved Bestial Incantations	800	39
7044500	Improved Frenzied Flame Incantations	800	39
7044600	Improved Dragon Communion Incantations	800	39
7050000	Raised stamina recovery for nearby allies, but not for self	7050000	46
7050100	Items confer effect to all nearby allies	7050100	46
7060000	Attack power increased for each evergaol prisoner defeated	100	46
7060100	Max FP increased for each Sorcerer's Rise unlocked	7060100	46
7060200	Attack power increased for each Night Invader defeated	100	46
7070000	Treasure marked upon map	7070000	46
7080000	Improved Attack Power with 3+ Daggers Equipped	100	10
7080100	Improved Attack Power with 3+ Straight Swords Equipped	100	10
7080200	Improved Attack Power with 3+ Greatswords Equipped	100	10
7080300	Improved Attack Power with 3+ Colossal Swords Equipped	100	10
7080400	Improved Attack Power with 3+ Curved Swords Equipped	100	10
7080500	Improved Attack Power with 3+ Curved Greatswords Equipped	100	10
7080600	Improved Attack Power with 3+ Katana Equipped	100	10
7080700	Improved Attack Power with 3+ Twinblades Equipped	100	10
7080800	Improved Attack Power with 3+ Thrusting Swords Equipped	100	10
7080900	Improved Attack Power with 3+ Heavy Thrusting Swords Equipped	100	10
7081000	Improved Attack Power with 3+ Axes Equipped	100	10
7081100	Improved Attack Power with 3+ Greataxes Equipped	100	10
7081200	Improved Attack Power with 3+ Hammers Equipped	100	10
7081300	Improved Attack Power with 3+ Great Hammers Equipped	100	10
7081400	Improved Attack Power with 3+ Flails Equipped	100	10
7081500	Improved Attack Power with 3+ Spears Equipped	100	10
7081700	Improved Attack Power with 3+ Great Spears Equipped	100	10
7081800	Improved Attack Power with 3+ Halberds Equipped	100	10
7081900	Improved Attack Power with 3+ Reapers Equipped	100	10
7082000	Improved Attack Power with 3+ Fists Equipped	100	10
7082100	Improved Attack Power with 3+ Claws Equipped	100	10
7082200	Improved Attack Power with 3+ Whips Equipped	100	10
7082300	Improved Attack Power with 3+ Colossal Weapons Equipped	100	10
7082400	Improved Attack Power with 3+ Bows Equipped	100	10
7082500	Max FP Up with 3+ Staves Equipped	7082500	10
7082600	Max FP Up with 3+ Sacred Seals Equipped	7082500	10
7082700	Max HP Up with 3+ Small Shields Equipped	7082700	10
7082800	Max HP Up with 3+ Medium Shields Equipped	7082700	10
7082900	Max HP Up with 3+ Greatshields Equipped	7082700	10
7090000	Defeating enemies fills more of the Art gauge	7090000	46
7090100	Defeating enemies restores HP for allies but not for self	7090100	46
7090300	Defeating enemies near Totem Stela restores HP	900	67
7100100	Stamina Recovery upon Landing Attacks	7100100	46
7100110	Stamina Recovery upon Landing Attacks +1	7100110	
7110000	Increased rune acquisition for self and allies	7110000	46
7120000	Starting armament deals magic damage	200	37
7120100	Starting armament deals fire damage	200	37
7120200	Starting armament deals lightning damage	200	37
7120300	Starting armament deals holy damage	200	37
7120400	Starting armament inflicts frost	200	37
7120500	Starting armament inflicts poison	200	37
7120600	Starting armament inflicts blood loss	200	37
7120900	Stonesword Key in possession at start of expedition	7120900	39
7121000	Small Pouch in possession at start of expedition	7121000	39
7121100	Fire Pots in possession at start of expedition	7121100	39
7121200	Magic Pots in possession at start of expedition	7121200	39
7121300	Lightning Pots in possession at start of expedition	7121300	39
7121400	Holy Water Pots in possession at start of expedition	7121400	39
7121500	Poisonbone Darts in possession at start of expedition	7121500	39
7121600	Crystal Darts in possession at start of expedition	7121600	39
7121700	Throwing Daggers in possession at start of expedition	7121700	39
7121800	Glintstone Scraps in possession at start of expedition	7121800	39
7121900	Gravity Stone Chunks in possession at start of expedition	7121900	39
7122000	Bewitching Branches in possession at start of expedition	7122000	39
7122100	Wraith Calling Bell in possession at start of expedition	7122100	39
7122200	Fire Grease in possession at start of expedition	7122200	39
7122300	Magic Grease in possession at start of expedition	7122300	39
7122400	Lightning Grease in possession at start of expedition	7122400	39
7122500	Holy Grease in possession at start of expedition	7122500	39
7122600	Shield Grease in possession at start of expedition	7122600	39
7122700	Changes compatible armament's skill to Glintblade Phalanx at start of expedition	300	37
7122800	Changes compatible armament's skill to Gravitas at start of expedition	300	37
7122900	Changes compatible armament's skill to Flaming Strike at start of expedition	300	37
7123000	Changes compatible armament's skill to Eruption at start of expedition	300	37
7123100	Changes compatible armament's skill to Thunderbolt at start of expedition	300	37
7123200	Changes compatible armament's skill to Lightning Slash at start of expedition	300	37
7123300	Changes compatible armament's skill to Sacred Blade at start of expedition	300	37
7123400	Changes compatible armament's skill to Prayerful Strike at start of expedition	300	37
7123500	Changes compatible armament's skill to Poisonous Mist at start of expedition	300	37
7123600	Changes compatible armament's skill to Poison Moth Flight at start of expedition	300	37
7123700	Changes compatible armament's skill to Blood Blade at start of expedition	300	37
7123800	Changes compatible armament's skill to Seppuku at start of expedition	300	37
7123900	Changes compatible armament's skill to Chilling Mist at start of expedition	300	37
7124000	Changes compatible armament's skill to Hoarfrost Stomp at start of expedition	300	37
7124100	Changes compatible armament's skill to White Shadow's Lure at start of expedition	300	37
7124300	Changes compatible armament's skill to Endure at start of expedition	300	37
7124400	Changes compatible armament's skill to Quickstep at start of expedition	300	37
7124500	Changes compatible armament's skill to Storm Stomp at start of expedition	300	37
7124600	Changes compatible armament's skill to Determination at start of expedition	300	37
7124700	Changes compatible armament's skill to Rain of Arrows at start of expedition	300	37
7126000	Starlight Shards in possession at start of expedition	7126000	39
7126001	Starlight Shards in possession at start of expedition	7126001	
7126002	Starlight Shards in possession at start of expedition	7126002	
7150000	Guard counter is given a boost based on current HP	100	46
7160000	HP Restoration upon Thrusting Counterattack	7160000	46
7220000	[Revenant] Power up while fighting alongside family	900	67
7230000	Rune discount for shop purchases while on expedition	7230000	46
7230001	Huge rune discount for shop purchases while on expedition	7230001	
7240000	Improved Poise & Damage Negation When Knocked Back by Damage	7240000	46
7260000	Attack power up when facing poison-afflicted enemy	7260300	46
7260300	Attack power up when facing scarlet rot-afflicted enemy	7260300	46
7260400	Attack power up when facing frostbite-afflicted enemy	7260400	46
7260700	Frostbite in Vicinity Conceals Self	7260700	
7260800	Poison & Rot in Vicinity Increases Attack Power	7260800	
7270100	[Ironeye] +1 additional Character Skill use	900	67
7280000	[Ironeye] Extends duration of weak point	900	67
7290000	[Duchess] Improved Character Skill Attack Power	900	67
7310000	[Raider] Duration of Ultimate Art extended	900	67
7330000	Improved Dagger Attack Power	100	10
7330100	Improved Straight Sword Attack Power	100	10
7330200	Improved Greatsword Attack Power	100	10
7330300	Improved Colossal Sword Attack Power	100	10
7330400	Improved Curved Sword Attack Power	100	10
7330500	Improved Curved Greatsword Attack Power	100	10
7330600	Improved Katana Attack Power	100	10
7330700	Improved Twinblade Attack Power	100	10
7330800	Improved Thrusting Sword Attack Power	100	10
7330900	Improved Heavy Thrusting Sword Attack Power	100	10
7331000	Improved Axe Attack Power	100	10
7331100	Improved Greataxe Attack Power	100	10
